country,indicator,Year,Value
Canada,Silver,1984,18
Canada,Silver,1988,2
Canada,Silver,1992,4
Canada,Silver,1996,11
Canada,Silver,2000,3
Canada,Silver,2004,6
Canada,Silver,2008,9
Canada,Silver,2012,5
Canada,Silver,2016,1
Canada,Bronze,1900,1
Canada,Bronze,1904,1
Canada,Bronze,1908,10
Canada,Bronze,1912,3
Canada,Bronze,1920,3
Canada,Bronze,1924,1
Canada,Bronze,1928,7
Canada,Bronze,1932,8
Canada,Bronze,1936,5
Canada,Bronze,1948,2
Canada,Bronze,1952,0
Canada,Bronze,1956,3
Canada,Bronze,1960,0
Canada,Bronze,1964,1
Canada,Bronze,1968,1
Canada,Bronze,1972,3
Canada,Bronze,1976,6
Canada,Bronze,1984,16
Canada,Bronze,1988,5
Canada,Bronze,1992,7
Canada,Bronze,1996,8
Canada,Bronze,2000,8
Canada,Bronze,2004,3
Canada,Bronze,2008,7
Canada,Bronze,2012,12
Canada,Bronze,2016,4
Ceylon,Total,1948,1
Ceylon,Gold,1948,0
Ceylon,Silver,1948,1
Ceylon,Bronze,1948,0
Chile,Total,1928,1
Chile,Total,1952,2
Chile,Total,1956,4
Chile,Total,1988,1
Chile,Total,2000,1
Chile,Total,2004,3
Chile,Total,2008,1
Chile,Gold,1928,0
Chile,Gold,1952,0
Chile,Gold,1956,0
Chile,Gold,1988,0
Chile,Gold,2000,0
Chile,Gold,2004,2
Chile,Gold,2008,0
Chile,Silver,1928,1
Chile,Silver,1952,2
Chile,Silver,1956,2
Chile,Silver,1988,1
Chile,Silver,2000,0
Chile,Silver,2004,0
Chile,Silver,2008,1
Chile,Bronze,1928,0
Chile,Bronze,1952,0
Chile,Bronze,1956,2
Chile,Bronze,1988,0
Chile,Bronze,2000,1
Chile,Bronze,2004,1
Chile,Bronze,2008,0
China,Total,1984,32
China,Total,1988,28
China,Total,1992,54
China,Total,1996,50
China,Total,2000,58
China,Total,2004,63
China,Total,2008,100
China,Total,2012,88
China,Total,2016,17
China,Gold,1984,15
China,Gold,1988,5
China,Gold,1992,16
China,Gold,1996,16
China,Gold,2000,28
China,Gold,2004,32
China,Gold,2008,51
China,Gold,2012,38
China,Gold,2016,8
China,Silver,1984,8
China,Silver,1988,11
China,Silver,1992,22
China,Silver,1996,22
China,Silver,2000,16
China,Silver,2004,17
China,Silver,2008,21
China,Silver,2012,29
China,Silver,2016,3
China,Bronze,1984,9
China,Bronze,1988,12
China,Bronze,1992,16
China,Bronze,1996,12
China,Bronze,2000,14
China,Bronze,2004,14
China,Bronze,2008,28
China,Bronze,2012,21
China,Bronze,2016,6
Chinese Taipei,Total,1984,1
Chinese Taipei,Total,1992,1
Chinese Taipei,Total,1996,1
Chinese Taipei,Total,2000,5
Chinese Taipei,Total,2004,5
Chinese Taipei,Total,2008,4
Chinese Taipei,Total,2012,2
Chinese Taipei,Total,2016,3
Chinese Taipei,Gold,1984,0
Chinese Taipei,Gold,1992,0
Chinese Taipei,Gold,1996,0
Chinese Taipei,Gold,2000,0
Chinese Taipei,Gold,2004,2
Chinese Taipei,Gold,2008,0
Chinese Taipei,Gold,2012,0
Chinese Taipei,Gold,2016,1
Chinese Taipei,Silver,1984,0
Chinese Taipei,Silver,1992,1
Chinese Taipei,Silver,1996,1
Chinese Taipei,Silver,2000,1
Chinese Taipei,Silver,2004,2
Chinese Taipei,Silver,2008,0
Chinese Taipei,Silver,2012,1
Chinese Taipei,Silver,2016,0
Chinese Taipei,Bronze,1984,1
Chinese Taipei,Bronze,1992,0
Chinese Taipei,Bronze,1996,0
Chinese Taipei,Bronze,2000,4
Chinese Taipei,Bronze,2004,1
Chinese Taipei,Bronze,2008,4
Chinese Taipei,Bronze,2012,1
Chinese Taipei,Bronze,2016,2
Colombia,Total,1972,3
Colombia,Total,1984,1
Colombia,Total,1988,1
Colombia,Total,1992,1
Colombia,Total,2000,1
Colombia,Total,2004,2
Colombia,Total,2008,2
Colombia,Total,2012,8
Colombia,Total,2016,1
Colombia,Gold,1972,0
Colombia,Gold,1984,0
Colombia,Gold,1988,0
Colombia,Gold,1992,0
Colombia,Gold,2000,1
Colombia,Gold,2004,0
Colombia,Gold,2008,0
Colombia,Gold,2012,1
Colombia,Gold,2016,1
Colombia,Silver,1972,1
Colombia,Silver,1984,1
Colombia,Silver,1988,0
Colombia,Silver,1992,0
Colombia,Silver,2000,0
Colombia,Silver,2004,0
Colombia,Silver,2008,1
Colombia,Silver,2012,3
Colombia,Silver,2016,0
Colombia,Bronze,1972,2
Colombia,Bronze,1984,0
Colombia,Bronze,1988,1
Colombia,Bronze,1992,1
Colombia,Bronze,2000,0
Colombia,Bronze,2004,2
Colombia,Bronze,2008,1
Colombia,Bronze,2012,4
Colombia,Bronze,2016,0
Costa Rica,Total,1988,1
Costa Rica,Total,1996,1
Costa Rica,Total,2000,2
Costa Rica,Gold,1988,0
Costa Rica,Gold,1996,1
Costa Rica,Gold,2000,0
Costa Rica,Silver,1988,1
Costa Rica,Silver,1996,0
Costa Rica,Silver,2000,0
Costa Rica,Bronze,1988,0
Costa Rica,Bronze,1996,0
Costa Rica,Bronze,2000,2
Croatia,Total,1992,3
Croatia,Total,1996,2
Croatia,Total,2000,2
Croatia,Total,2004,5
Croatia,Total,2008,5
Croatia,Total,2012,6
Croatia,Total,2016,1
Croatia,Gold,1992,0
Croatia,Gold,1996,1
Croatia,Gold,2000,1
Croatia,Gold,2004,1
Croatia,Gold,2008,0
Croatia,Gold,2012,3
Croatia,Gold,2016,1
Croatia,Silver,1992,1
Croatia,Silver,1996,1
Croatia,Silver,2000,0
Croatia,Silver,2004,2
Croatia,Silver,2008,2
Croatia,Silver,2012,1
Croatia,Silver,2016,0
Croatia,Bronze,1992,2
Croatia,Bronze,1996,0
Croatia,Bronze,2000,1
Croatia,Bronze,2004,2
Croatia,Bronze,2008,3
Croatia,Bronze,2012,2
Croatia,Bronze,2016,0
Cuba,Total,1900,2
Cuba,Total,1904,9
Cuba,Total,1948,1
Cuba,Total,1964,1
Cuba,Total,1968,4
Cuba,Total,1972,8
Cuba,Total,1976,13
Cuba,Total,1980,20
Cuba,Total,1992,31
Cuba,Total,1996,25
Cuba,Total,2000,29
Cuba,Total,2004,27
Cuba,Total,2008,24
Cuba,Total,2012,15
Cuba,Gold,1900,1
Cuba,Gold,1904,4
Cuba,Gold,1948,0
Cuba,Gold,1964,0
Cuba,Gold,1968,0
Cuba,Gold,1972,3
Cuba,Gold,1976,6
Cuba,Gold,1980,8
Cuba,Gold,1992,14
Cuba,Gold,1996,9
Cuba,Gold,2000,11
Cuba,Gold,2004,9
Cuba,Gold,2008,2
Cuba,Gold,2012,5
Cuba,Silver,1900,1
Cuba,Silver,1904,2
Cuba,Silver,1948,1
Cuba,Silver,1964,1
Cuba,Silver,1968,4
Cuba,Silver,1972,1
Cuba,Silver,1976,4
Cuba,Silver,1980,7
Cuba,Silver,1992,6
Cuba,Silver,1996,8
Cuba,Silver,2000,11
Cuba,Silver,2004,7
Cuba,Silver,2008,11
Cuba,Silver,2012,3
Cuba,Bronze,1900,0
Cuba,Bronze,1904,3
Cuba,Bronze,1948,0
Cuba,Bronze,1964,0
Cuba,Bronze,1968,0
Cuba,Bronze,1972,4
Cuba,Bronze,1976,3
Cuba,Bronze,1980,5
Cuba,Bronze,1992,11
Cuba,Bronze,1996,8
Cuba,Bronze,2000,7
Cuba,Bronze,2004,11
Cuba,Bronze,2008,11
Cuba,Bronze,2012,7
Cyprus,Total,2012,1
Cyprus,Gold,2012,0
Cyprus,Silver,2012,1
Cyprus,Bronze,2012,0
Czech Republic,Total,1996,11
Czech Republic,Total,2000,8
Czech Republic,Total,2004,9
Czech Republic,Total,2008,6
Czech Republic,Total,2012,11
Czech Republic,Gold,1996,4
Czech Republic,Gold,2000,2
Czech Republic,Gold,2004,1
Czech Republic,Gold,2008,3
Czech Republic,Gold,2012,4
Czech Republic,Silver,1996,3
Czech Republic,Silver,2000,3
Czech Republic,Silver,2004,3
Czech Republic,Silver,2008,3
Czech Republic,Silver,2012,3
Czech Republic,Bronze,1996,4
Czech Republic,Bronze,2000,3
Czech Republic,Bronze,2004,5
Czech Republic,Bronze,2008,0
Czech Republic,Bronze,2012,4
Czechoslovakia,Total,1920,2
Czechoslovakia,Total,1924,10
Czechoslovakia,Total,1928,9
Czechoslovakia,Total,1932,4
Czechoslovakia,Total,1936,8
Czechoslovakia,Total,1948,11
Czechoslovakia,Total,1952,13
Czechoslovakia,Total,1956,6
Czechoslovakia,Total,1960,8
Czechoslovakia,Total,1964,14
Czechoslovakia,Total,1968,13
Czechoslovakia,Total,1972,8
Czechoslovakia,Total,1976,8
Czechoslovakia,Total,1980,14
Czechoslovakia,Total,1988,8
Czechoslovakia,Total,1992,7
Czechoslovakia,Gold,1920,0
Czechoslovakia,Gold,1924,1
Czechoslovakia,Gold,1928,2
Czechoslovakia,Gold,1932,1
Czechoslovakia,Gold,1936,3
Czechoslovakia,Gold,1948,6
Czechoslovakia,Gold,1952,7
Czechoslovakia,Gold,1956,1
Czechoslovakia,Gold,1960,3
Czechoslovakia,Gold,1964,5
Czechoslovakia,Gold,1968,7
Czechoslovakia,Gold,1972,2
Czechoslovakia,Gold,1976,2
Czechoslovakia,Gold,1980,2
Czechoslovakia,Gold,1988,3
Czechoslovakia,Gold,1992,4
Czechoslovakia,Silver,1920,0
Czechoslovakia,Silver,1924,4
Czechoslovakia,Silver,1928,5
Czechoslovakia,Silver,1932,2
Czechoslovakia,Silver,1936,5
Czechoslovakia,Silver,1948,2
Czechoslovakia,Silver,1952,3
Czechoslovakia,Silver,1956,4
Czechoslovakia,Silver,1960,2
Czechoslovakia,Silver,1964,6
Czechoslovakia,Silver,1968,2
Czechoslovakia,Silver,1972,4
Czechoslovakia,Silver,1976,2
Czechoslovakia,Silver,1980,3
Czechoslovakia,Silver,1988,3
Czechoslovakia,Silver,1992,2
Czechoslovakia,Bronze,1920,2
Czechoslovakia,Bronze,1924,5
Czechoslovakia,Bronze,1928,2
Czechoslovakia,Bronze,1932,1
Czechoslovakia,Bronze,1936,0
Czechoslovakia,Bronze,1948,3
Czechoslovakia,Bronze,1952,3
Czechoslovakia,Bronze,1956,1
Czechoslovakia,Bronze,1960,3
Czechoslovakia,Bronze,1964,3
Czechoslovakia,Bronze,1968,4
Czechoslovakia,Bronze,1972,2
Czechoslovakia,Bronze,1976,4
Czechoslovakia,Bronze,1980,9
Czechoslovakia,Bronze,1988,2
Czechoslovakia,Bronze,1992,1
Denmark,Total,1896,6
Denmark,Total,1900,6
Denmark,Total,1908,5
Denmark,Total,1912,12
Denmark,Total,1920,13
Denmark,Total,1924,9
Denmark,Total,1928,6
Denmark,Total,1932,6
Denmark,Total,1936,5
Denmark,Total,1948,20
Denmark,Total,1952,6
Denmark,Total,1956,4
Denmark,Total,1960,6
Denmark,Total,1964,6
Denmark,Total,1968,8
Denmark,Total,1972,1
Denmark,Total,1976,3
Denmark,Total,1980,5
Denmark,Total,1984,6
Denmark,Total,1988,4
Denmark,Total,1992,6
Denmark,Total,1996,6
Denmark,Total,2000,6
Denmark,Total,2004,8
Denmark,Total,2008,7
Denmark,Total,2012,9
Denmark,Total,2016,1
Denmark,Gold,1896,1
Denmark,Gold,1900,1
Denmark,Gold,1908,0
Denmark,Gold,1912,1
Denmark,Gold,1920,3
Denmark,Gold,1924,2
Denmark,Gold,1928,3
Denmark,Gold,1932,0
Denmark,Gold,1936,0
Denmark,Gold,1948,5
Denmark,Gold,1952,2
Denmark,Gold,1956,1
Denmark,Gold,1960,2
Denmark,Gold,1964,2
Denmark,Gold,1968,1
Denmark,Gold,1972,1
Denmark,Gold,1976,1
Denmark,Gold,1980,2
Denmark,Gold,1984,0
Denmark,Gold,1988,2
Denmark,Gold,1992,1
Denmark,Gold,1996,4
Denmark,Gold,2000,2
Denmark,Gold,2004,2
Denmark,Gold,2008,2
Denmark,Gold,2012,2
Denmark,Gold,2016,0
Denmark,Silver,1896,2
Denmark,Silver,1900,3
Denmark,Silver,1908,2
Denmark,Silver,1912,6
Denmark,Silver,1920,9
Denmark,Silver,1924,5
Denmark,Silver,1928,1
Denmark,Silver,1932,3
Denmark,Silver,1936,2
Denmark,Silver,1948,7
Denmark,Silver,1952,1
Denmark,Silver,1956,2
Denmark,Silver,1960,3
Denmark,Silver,1964,1
Denmark,Silver,1968,4
Denmark,Silver,1972,0
Denmark,Silver,1976,0
Denmark,Silver,1980,1
Denmark,Silver,1984,3
Denmark,Silver,1988,1
Denmark,Silver,1992,1
Denmark,Silver,1996,1
Denmark,Silver,2000,3
Denmark,Silver,2004,1
Denmark,Silver,2008,2
Denmark,Silver,2012,4
Denmark,Silver,2016,1
Denmark,Bronze,1896,3
Denmark,Bronze,1900,2
Denmark,Bronze,1908,3
Denmark,Bronze,1912,5
Denmark,Bronze,1920,1
Denmark,Bronze,1924,2
Denmark,Bronze,1928,2
Denmark,Bronze,1932,3
Denmark,Bronze,1936,3
Denmark,Bronze,1948,8
Denmark,Bronze,1952,3
Denmark,Bronze,1956,1
Denmark,Bronze,1960,1
Denmark,Bronze,1964,3
Denmark,Bronze,1968,3
Denmark,Bronze,1972,0
Denmark,Bronze,1976,2
Denmark,Bronze,1980,2
Denmark,Bronze,1984,3
Denmark,Bronze,1988,1
Denmark,Bronze,1992,4
Denmark,Bronze,1996,1
Denmark,Bronze,2000,1
Denmark,Bronze,2004,5
Denmark,Bronze,2008,3
Denmark,Bronze,2012,3
Denmark,Bronze,2016,0
Djibouti,Total,1988,1
Djibouti,Gold,1988,0
Djibouti,Silver,1988,0
Djibouti,Bronze,1988,1
Dominican Republic,Total,1984,1
Dominican Republic,Total,2004,1
Dominican Republic,Total,2008,2
Dominican Republic,Total,2012,2
Dominican Republic,Gold,1984,0
Dominican Republic,Gold,2004,1
Dominican Republic,Gold,2008,1
Dominican Republic,Gold,2012,1
Dominican Republic,Silver,1984,0
Dominican Republic,Silver,2004,0
Dominican Republic,Silver,2008,1
Dominican Republic,Silver,2012,1
Dominican Republic,Bronze,1984,1
Dominican Republic,Bronze,2004,0
Dominican Republic,Bronze,2008,0
Dominican Republic,Bronze,2012,0
East Germany,Total,1968,25
East Germany,Total,1972,66
East Germany,Total,1976,90
East Germany,Total,1980,126
East Germany,Total,1988,102
East Germany,Gold,1968,9
East Germany,Gold,1972,20
East Germany,Gold,1976,40
East Germany,Gold,1980,47
East Germany,Gold,1988,37
East Germany,Silver,1968,9
East Germany,Silver,1972,23
East Germany,Silver,1976,25
East Germany,Silver,1980,37
East Germany,Silver,1988,35
East Germany,Bronze,1968,7
East Germany,Bronze,1972,23
East Germany,Bronze,1976,25
East Germany,Bronze,1980,42
East Germany,Bronze,1988,30
Ecuador,Total,1996,1
Ecuador,Total,2008,1
Ecuador,Gold,1996,1
Ecuador,Gold,2008,0
Ecuador,Silver,1996,0
Ecuador,Silver,2008,1
Ecuador,Bronze,1996,0
Ecuador,Bronze,2008,0
Egypt,Total,1928,4
Egypt,Total,1936,5
Egypt,Total,1948,5
Egypt,Total,1952,1
Egypt,Total,1984,1
Egypt,Total,2004,5
Egypt,Total,2008,1
Egypt,Total,2012,2
Egypt,Gold,1928,2
Egypt,Gold,1936,2
Egypt,Gold,1948,2
Egypt,Gold,1952,0
Egypt,Gold,1984,0
Egypt,Gold,2004,1
Egypt,Gold,2008,0
Egypt,Gold,2012,0
Egypt,Silver,1928,1
Egypt,Silver,1936,1
Egypt,Silver,1948,2
Egypt,Silver,1952,0
Egypt,Silver,1984,1
Egypt,Silver,2004,1
Egypt,Silver,2008,0
Egypt,Silver,2012,2
Egypt,Bronze,1928,1
Egypt,Bronze,1936,2
Egypt,Bronze,1948,1
Egypt,Bronze,1952,1
Egypt,Bronze,1984,0
Egypt,Bronze,2004,3
Egypt,Bronze,2008,1
Egypt,Bronze,2012,0
Eritrea,Total,2004,1
Eritrea,Gold,2004,0
Eritrea,Silver,2004,0
Eritrea,Bronze,2004,1
Estonia,Total,1920,3
Estonia,Total,1924,6
Estonia,Total,1928,5
Estonia,Total,1936,7
Estonia,Total,1992,2
Estonia,Total,2000,3
Estonia,Total,2004,3
Estonia,Total,2008,2
Estonia,Total,2012,2
Estonia,Gold,1920,1
Estonia,Gold,1924,1
Estonia,Gold,1928,2
Estonia,Gold,1936,2
Estonia,Gold,1992,1
Estonia,Gold,2000,1
Estonia,Gold,2004,0
Estonia,Gold,2008,1
Estonia,Gold,2012,0
Estonia,Silver,1920,2
Estonia,Silver,1924,1
Estonia,Silver,1928,1
Estonia,Silver,1936,2
Estonia,Silver,1992,0
Estonia,Silver,2000,0
Estonia,Silver,2004,1
Estonia,Silver,2008,1
Estonia,Silver,2012,1
Estonia,Bronze,1920,0
Estonia,Bronze,1924,4
Estonia,Bronze,1928,2
Estonia,Bronze,1936,3
Estonia,Bronze,1992,1
Estonia,Bronze,2000,2
Estonia,Bronze,2004,2
Estonia,Bronze,2008,0
Estonia,Bronze,2012,1
Ethiopia,Total,1960,1
Ethiopia,Total,1964,1
Ethiopia,Total,1968,2
Ethiopia,Total,1972,2
Ethiopia,Total,1980,4
Ethiopia,Total,1992,3
Ethiopia,Total,1996,3
Ethiopia,Total,2000,8
Ethiopia,Total,2004,7
Ethiopia,Total,2008,7
Ethiopia,Total,2012,7
Ethiopia,Gold,1960,1
Ethiopia,Gold,1964,1
Ethiopia,Gold,1968,1
Ethiopia,Gold,1972,0
Ethiopia,Gold,1980,2
Ethiopia,Gold,1992,1
Ethiopia,Gold,1996,2
Ethiopia,Gold,2000,4
Ethiopia,Gold,2004,2
Ethiopia,Gold,2008,4
Ethiopia,Gold,2012,3
Ethiopia,Silver,1960,0
Ethiopia,Silver,1964,0
Ethiopia,Silver,1968,1
Ethiopia,Silver,1972,0
Ethiopia,Silver,1980,0
Ethiopia,Silver,1992,0
Ethiopia,Silver,1996,0
Ethiopia,Silver,2000,1
Ethiopia,Silver,2004,3
Ethiopia,Silver,2008,1
Ethiopia,Silver,2012,1
Ethiopia,Bronze,1960,0
Ethiopia,Bronze,1964,0
Ethiopia,Bronze,1968,0
Ethiopia,Bronze,1972,2
Ethiopia,Bronze,1980,2
Ethiopia,Bronze,1992,2
Ethiopia,Bronze,1996,1
Ethiopia,Bronze,2000,3
Ethiopia,Bronze,2004,2
Ethiopia,Bronze,2008,2
Ethiopia,Bronze,2012,3
Finland,Total,1908,5
Finland,Total,1912,26
Finland,Total,1920,34
Finland,Total,1924,37
Finland,Total,1928,25
Finland,Total,1932,25
Finland,Total,1936,19
Finland,Total,1948,20
Finland,Total,1952,22
Finland,Total,1956,15
Finland,Total,1960,5
Finland,Total,1964,5
Finland,Total,1968,4
Finland,Total,1972,8
Finland,Total,1976,6
Finland,Total,1980,8
Finland,Total,1984,12
Finland,Total,1988,4
Finland,Total,1992,5
Finland,Total,1996,4
Finland,Total,2000,4
Finland,Total,2004,2
Finland,Total,2008,4
Finland,Total,2012,3
Finland,Gold,1908,1
Finland,Gold,1912,9
Finland,Gold,1920,15
Finland,Gold,1924,14
Finland,Gold,1928,8
Finland,Gold,1932,5
Finland,Gold,1936,7
Finland,Gold,1948,8
Finland,Gold,1952,6
Finland,Gold,1956,3
Finland,Gold,1960,1
Finland,Gold,1964,3
Finland,Gold,1968,1
Finland,Gold,1972,3
Finland,Gold,1976,4
Finland,Gold,1980,3
Finland,Gold,1984,4
Finland,Gold,1988,1
Finland,Gold,1992,1
Finland,Gold,1996,1
Finland,Gold,2000,2
Finland,Gold,2004,0
Finland,Gold,2008,1
Finland,Gold,2012,0
Finland,Silver,1908,1
Finland,Silver,1912,8
Finland,Silver,1920,10
Finland,Silver,1924,13
Finland,Silver,1928,8
Finland,Silver,1932,8
Finland,Silver,1936,6
Finland,Silver,1948,7
Finland,Silver,1952,3
Finland,Silver,1956,1
Finland,Silver,1960,1
Finland,Silver,1964,0
Finland,Silver,1968,2
Finland,Silver,1972,1
Finland,Silver,1976,2
Finland,Silver,1980,1
Finland,Silver,1984,2
Finland,Silver,1988,1
Finland,Silver,1992,2
Finland,Silver,1996,2
Finland,Silver,2000,1
Finland,Silver,2004,2
Finland,Silver,2008,1
Finland,Silver,2012,2
Finland,Bronze,1908,3
Finland,Bronze,1912,9
Finland,Bronze,1920,9
Finland,Bronze,1924,10
Finland,Bronze,1928,9
Finland,Bronze,1932,12
Finland,Bronze,1936,6
Finland,Bronze,1948,5
Finland,Bronze,1952,13
Finland,Bronze,1956,11
Finland,Bronze,1960,3
Finland,Bronze,1964,2
Finland,Bronze,1968,1
Finland,Bronze,1972,4
Finland,Bronze,1976,0
Finland,Bronze,1980,4
Finland,Bronze,1984,6
Finland,Bronze,1988,2
Finland,Bronze,1992,2
Finland,Bronze,1996,1
Finland,Bronze,2000,1
Finland,Bronze,2004,0
Finland,Bronze,2008,2
Finland,Bronze,2012,1
France,Total,1896,11
France,Total,1900,101
France,Total,1908,19
France,Total,1912,14
France,Total,1920,41
France,Total,1924,38
France,Total,1928,21
France,Total,1932,19
France,Total,1936,19
France,Total,1948,29
France,Total,1952,18
France,Total,1956,14
France,Total,1960,5
France,Total,1964,15
France,Total,1968,15
France,Total,1972,13
France,Total,1976,9
France,Total,1980,14
France,Total,1984,28
France,Total,1988,16
France,Total,1992,29
France,Total,1996,37
France,Total,2000,38
France,Total,2004,33
France,Total,2008,41
France,Total,2012,34
France,Total,2016,6
France,Gold,1896,5
France,Gold,1900,26
France,Gold,1908,5
France,Gold,1912,7
France,Gold,1920,9
France,Gold,1924,13
France,Gold,1928,6
France,Gold,1932,10
France,Gold,1936,7
France,Gold,1948,10
France,Gold,1952,6
France,Gold,1956,4
France,Gold,1960,0
France,Gold,1964,1
France,Gold,1968,7
France,Gold,1972,2
France,Gold,1976,2
France,Gold,1980,6
France,Gold,1984,5
France,Gold,1988,6
France,Gold,1992,8
France,Gold,1996,15
France,Gold,2000,13
France,Gold,2004,11
France,Gold,2008,7
France,Gold,2012,11
France,Gold,2016,2
France,Silver,1896,4
France,Silver,1900,41
France,Silver,1908,5
France,Silver,1912,4
France,Silver,1920,19
France,Silver,1924,15
France,Silver,1928,10
France,Silver,1932,5
France,Silver,1936,6
France,Silver,1948,6
France,Silver,1952,6
France,Silver,1956,4
France,Silver,1960,2
France,Silver,1964,8
France,Silver,1968,3
France,Silver,1972,4
France,Silver,1976,3
France,Silver,1980,5
France,Silver,1984,7
France,Silver,1988,4
France,Silver,1992,5
France,Silver,1996,7
France,Silver,2000,14
France,Silver,2004,9
France,Silver,2008,16
France,Silver,2012,11
France,Silver,2016,3
France,Bronze,1896,2
France,Bronze,1900,34
France,Bronze,1908,9
France,Bronze,1912,3
France,Bronze,1920,13
France,Bronze,1924,10
France,Bronze,1928,5
France,Bronze,1932,4
France,Bronze,1936,6
France,Bronze,1948,13
France,Bronze,1952,6
France,Bronze,1956,6
France,Bronze,1960,3
France,Bronze,1964,6
France,Bronze,1968,5
France,Bronze,1972,7
France,Bronze,1976,4
France,Bronze,1980,3
France,Bronze,1984,16
France,Bronze,1988,6
France,Bronze,1992,16
France,Bronze,1996,15
France,Bronze,2000,11
France,Bronze,2004,13
France,Bronze,2008,18
France,Bronze,2012,12
France,Bronze,2016,1
Gabon,Total,2012,1
Gabon,Gold,2012,0
Gabon,Silver,2012,1
Gabon,Bronze,2012,0
Georgia,Total,1996,2
Georgia,Total,2000,6
Georgia,Total,2004,4
Georgia,Total,2008,6
Georgia,Total,2012,7
Georgia,Total,2016,1
Georgia,Gold,1996,0
Georgia,Gold,2000,0
Georgia,Gold,2004,2
Georgia,Gold,2008,3
Georgia,Gold,2012,1
Georgia,Gold,2016,0
Georgia,Silver,1996,0
Georgia,Silver,2000,0
Georgia,Silver,2004,2
Georgia,Silver,2008,0
Georgia,Silver,2012,3
Georgia,Silver,2016,0
Georgia,Bronze,1996,2
Georgia,Bronze,2000,6
Georgia,Bronze,2004,0
Georgia,Bronze,2008,3
Georgia,Bronze,2012,3
Georgia,Bronze,2016,1
Germany,Total,1896,13
Germany,Total,1900,8
Germany,Total,1904,13
Germany,Total,1908,13
Germany,Total,1912,25
Germany,Total,1928,31
Germany,Total,1932,20
Germany,Total,1936,89
Germany,Total,1952,24
Germany,Total,1956,26
Germany,Total,1960,42
Germany,Total,1964,50
Germany,Total,1992,82
Germany,Total,1996,65
Germany,Total,2000,56
Germany,Total,2004,49
Germany,Total,2008,41
Germany,Total,2012,44
Germany,Total,2016,3
Germany,Gold,1896,6
Germany,Gold,1900,4
Germany,Gold,1904,4
Germany,Gold,1908,3
Germany,Gold,1912,5
Germany,Gold,1928,10
Germany,Gold,1932,3
Germany,Gold,1936,33
Germany,Gold,1952,0
Germany,Gold,1956,6
Germany,Gold,1960,12
Germany,Gold,1964,10
Germany,Gold,1992,33
Germany,Gold,1996,20
Germany,Gold,2000,13
Germany,Gold,2004,13
Germany,Gold,2008,16
Germany,Gold,2012,11
Germany,Gold,2016,1
Germany,Silver,1896,5
Germany,Silver,1900,2
Germany,Silver,1904,4
Germany,Silver,1908,5
Germany,Silver,1912,13
Germany,Silver,1928,7
Germany,Silver,1932,12
Germany,Silver,1936,26
Germany,Silver,1952,7
Germany,Silver,1956,13
Germany,Silver,1960,19
Germany,Silver,1964,22
Germany,Silver,1992,21
Germany,Silver,1996,18
Germany,Silver,2000,17
Germany,Silver,2004,16
Germany,Silver,2008,10
Germany,Silver,2012,19
Germany,Silver,2016,2
Germany,Bronze,1896,2
Germany,Bronze,1900,2
Germany,Bronze,1904,5
Germany,Bronze,1908,5
Germany,Bronze,1912,7
Germany,Bronze,1928,14
Germany,Bronze,1932,5
Germany,Bronze,1936,30
Germany,Bronze,1952,17
Germany,Bronze,1956,7
Germany,Bronze,1960,11
Germany,Bronze,1964,18
Germany,Bronze,1992,28
Germany,Bronze,1996,27
Germany,Bronze,2000,26
Germany,Bronze,2004,20
Germany,Bronze,2008,15
Germany,Bronze,2012,14
Germany,Bronze,2016,0
Ghana,Total,1960,1
Ghana,Total,1964,1
Ghana,Total,1972,1
Ghana,Total,1992,1
Ghana,Gold,1960,0
Ghana,Gold,1964,0
Ghana,Gold,1972,0
Ghana,Gold,1992,0
Ghana,Silver,1960,1
Ghana,Silver,1964,0
Ghana,Silver,1972,0
Ghana,Silver,1992,0
Ghana,Bronze,1960,0
Ghana,Bronze,1964,1
Ghana,Bronze,1972,1
Ghana,Bronze,1992,1
Great Britain,Total,1896,7
Great Britain,Total,1900,30
Great Britain,Total,1904,2
Great Britain,Total,1908,146
Great Britain,Total,1912,41
Great Britain,Total,1920,43
Great Britain,Total,1924,34
Great Britain,Total,1928,20
Great Britain,Total,1932,16
Great Britain,Total,1936,14
Great Britain,Total,1948,23
Great Britain,Total,1952,11
Great Britain,Total,1956,24
Great Britain,Total,1960,20
Great Britain,Total,1964,18
Great Britain,Total,1968,13
Great Britain,Total,1972,18
Great Britain,Total,1976,13
Great Britain,Total,1980,21
Great Britain,Total,1984,37
Great Britain,Total,1988,24
Great Britain,Total,1992,20
Great Britain,Total,1996,15
Great Britain,Total,2000,28
Great Britain,Total,2004,30
Great Britain,Total,2008,47
Great Britain,Total,2012,65
Great Britain,Total,2016,6
Great Britain,Gold,1896,2
Great Britain,Gold,1900,15
Great Britain,Gold,1904,1
Great Britain,Gold,1908,56
Great Britain,Gold,1912,10
Great Britain,Gold,1920,15
Great Britain,Gold,1924,9
Great Britain,Gold,1928,3
Great Britain,Gold,1932,4
Great Britain,Gold,1936,4
Great Britain,Gold,1948,3
Great Britain,Gold,1952,1
Great Britain,Gold,1956,6
Great Britain,Gold,1960,2
Great Britain,Gold,1964,4
Great Britain,Gold,1968,5
Great Britain,Gold,1972,4
Great Britain,Gold,1976,3
Great Britain,Gold,1980,5
Great Britain,Gold,1984,5
Great Britain,Gold,1988,5
